Census Tract,2013-2017
36047091600,33673.16983
36047091800,22470.52007
36047092000,17340.51563
36047092200,30066.67684
36047092400,37694.42481
36047092800,56291.45523
36047093000,69212.25904
36047093200,81270.92861
36047093400,49100.88881
36047093600,65539.52642
36047093800,47581.45364
36047094401,82632.40774
36047094402,19977.87191
36047094600,59717.57262
36047095000,76073.66546
36047095400,77717.42732
36047095600,61311.39999
36047095800,55577.08631
36047096000,0
36047096200,72354.05556
36047096400,55341.68087
36047096600,68969.72009
36047096800,69042.07415
36047097000,92465.4258
36047097400,62545.49521
36047098200,20642.30633
36047098400,70868.24975
36047098600,69940.89495
36047098800,75006.69791
36047099000,87157.08389
36047099200,87640.12364
36047099400,74352.4542
36047099600,71004.80529
36047099800,71957.63687
36047100400,64456.25372
36047100600,80251.8574
36047100800,70061.14535
36047101000,74428.88454
36047101200,67640.85124
36047101400,70788.76219
36047101600,85135.24662
36047101800,81928.22954
36047102000,105728.6375
36047102200,62297.86091
36047102400,89041.34655
36047102600,76594.41085
36047102800,77067.25989
36047103400,23897.21976
36047105801,23072.79116
36047105804,31112.24389
36047107000,59735.9159
36047107800,66659.48567
36047109800,48310.08955
36047110400,35929.39348
36047110600,17736.93433
36047111000,18194.4973
36047111600,40925.8996
36047111800,32449.26531
36047112000,24595.28354
36085027302,76377.34868
36085027702,64570.3897
36085027704,103151.4065
36085027705,79648.56725
36085027706,81817.15077
36085027900,105149.8051
36085029102,77336.29469
36085029103,83284.61331
36085029104,91608.38691
36085030301,69179.64876
36061028300,55277.47938
36061028500,44383.6082
36061028700,48907.26528
36061029100,34672.87868
36061029300,38205.99855
36061029500,74820.20788
36061029700,0
36061029900,22375.74645
36061030300,62890.96035
36061030700,78222.88663
36061030900,32150.67745
36061031100,0
36061031703,254768.8204
36061031704,165120.1074
36061031900,0
36081000100,139762.5586
36081000200,68908.57582
36081000400,60701.9954
36081000600,81884.40947
36081000700,126016.3071
36081000800,71665.16343
36081001000,80946.86397
36081001200,66639.10425
36081001400,65765.76022
36081001600,79853.40056
36081001800,68562.09161
36081001900,133413.745
36081002000,90927.64735
36081002200,72183.87067
36081002400,71425.6817
36081002500,18404.42596
36081002600,82215.60762
36081002800,64647.83911
36081003000,43974.96064
36081003100,57322.75529
36081003200,62582.18178
36081003300,64161.74215
36081003400,72354.05556
36081003600,81066.0953
36081003700,0
36081003800,74678.55698
36081003900,44017.76163
36081004001,73627.89457
36081004002,85630.51522
36081040200,102817.1511
36081040300,48289.70813
36081040400,66574.90276
36081040500,49017.32497
36081040700,46633.71742
36081040900,49270.05463
36081041100,61203.37844
36081041300,49470.81165
36081041400,52166.25499
36081041500,45510.70095
36081042400,87084.72983
36081042600,0
36081042700,52500.51035
36081043200,93499.78307
36081043400,94901.00598
36081043701,59639.10414
36081043702,41730.96585
36081043900,43649.87693
36081044000,61551.90079
36081044301,29233.07659
36081044302,55321.29944
36081044400,45234.53265
36081044601,42279.22616
36081044602,41238.75446
36081044800,58596.59429
36081045000,81525.69641
36081045200,59870.4333
36081045400,48820.64422
36081045500,49552.33735
36081045600,76288.68949
36081045700,66517.83477
36081045800,61710.8759
36081045900,61893.28964
36081046000,36065.94902
36081046100,55730.96607
36081046200,50024.16732
36081046300,44951.23086
36081046400,77916.1462
36081046500,39043.67508
36081046600,53794.73078
36081046700,32752.94853
36081046800,50811.90936
36081046900,44453.92411
36081047000,63113.11788
36081047100,48261.17413
36081004200,52266.12397
36081004300,25986.31573
36081004401,59021.54699
36081004500,84238.46396
36081004700,34712.62246
36081005000,0
36081005100,48697.33661
36081005200,60363.66376
36081005300,63437.18252
36081005400,66414.90858
36081005500,61326.68605
36081005700,63362.79032
36081005800,73069.44355
36081005900,81723.39622
36081006100,65819.771
36081006201,59804.19367
36081006202,52227.39926
36081006300,73642.16157
36081006501,64419.56716
36081006502,82286.9426
36081006900,60001.89349
36081007100,73680.88627
36081007300,71048.62535
36081007500,83274.4226
36081007700,83224.48811
36081007900,51026.93338
36081008100,58526.27838
36081008300,51378.51295
36081008500,44584.36522
36081008600,80336.44031
36081008700,28069.29727
36081008800,88385.06469
36081009100,66600.37954
36081009400,54697.62786
36081009500,69929.68517
36081009600,89555.97751
36085030302,77874.36428
36085031901,9225.65162
36085031902,37636.33775
36085032300,70559.47117
36085990100,0
36081047200,62448.68345
36081047300,55958.21894
36081047500,51897.22019
36081047600,104818.6069
36081047800,72693.40628
36081047900,50065.94924
36081048000,64902.60691
36081048100,35731.69367
36081048200,89978.89206
36081048300,57345.17485
36081048400,72183.87067
36081048500,65971.61261
36081048900,64965.78933
36081049200,62867.52172
36081049301,63903.91713
36081049302,68787.30635
36081049500,73933.61593
36081049600,84685.83622
36081049700,75156.50138
36081049900,57884.26352
36081050000,44715.82541
36081050201,94348.66938
36081050202,68689.47551
36081050400,54775.07728
36081050500,72510.99253
36081050600,75093.31896
36081050700,80825.59449
36081050800,84822.39176
36081051000,83088.95164
36081051100,94495.41564
36081051200,82768.96328
36081051300,76491.48466
36081051500,73676.80999
36081051600,52354.78316
36081051700,64886.30177
36081051800,84571.70024
36081052000,70672.58808
36081052100,84922.26074
36081052200,85241.23002
36081052400,76335.56676
36081052500,75411.26918
36081052600,65847.28592
36081052800,54010.77387
36081053000,79109.47858
36081053100,65660.79589
36081053200,91546.22357
36081053401,75298.15228
36081053500,60550.15379
36081053601,67774.34957
36081053800,97539.38133
36081053900,71193.33346
36081054000,63726.59874
36081054200,74617.41271
36081054500,52306.88682
36081054700,64192.31428
36081054800,64859.80592
36081009700,88693.84327
36081009800,67258.69954
36081009900,0
36081010000,94586.11297
36081010100,64516.37893
36081010200,53443.15121
36081010300,65413.16159
36081010400,68878.00368
36081010500,48945.98998
36081010600,65950.21211
36081010701,0
36081010800,60919.05757
36081011000,73144.85482
36081011100,72934.92615
36081011200,55145.00012
36081011300,74250.54708
36081011400,43128.11247
36081011500,76112.39017
36081011600,65390.74202
36081011700,61077.01361
36081011800,58006.55207
36081011900,64965.78933
36081012000,46949.62949
36081012100,61265.54178
36081012200,62737.0806
36081012301,84740.86606
36081012400,70585.96702
36081012500,78479.69258
36081012601,71517.3981
36081012602,65220.55713
36081012800,64700.83081
36081013000,64618.28605
36081013200,67513.46734
36081013400,64658.02982
36081013500,68412.28814
36081013600,67916.00047
36081013700,70825.44876
36081013800,61911.63292
36081014000,68193.18783
36081014100,62320.28048
36081014201,66876.54784
36081014202,81439.07536
36081014300,64697.7736
36081014400,50342.11753
36081014500,66558.59762
36081014700,80626.87561
36081014800,66239.62833
36081014900,69451.74077
36081015000,74105.83897
36081015100,70844.81111
36081015200,57599.94266
36081015300,61732.27639
36081015400,62993.88654
36081015500,77774.4953
36081015600,63097.83181
36081015700,55836.94947
36081015801,63819.33422
36081015802,65443.73372
36081015900,52377.20273
36081016100,52955.0161
36081016300,21318.96961
36081016400,77871.30707
36081016600,57936.23615
36081016800,84277.18866
36081016900,57619.30501
36081017000,76532.2475
36081017100,0
36081017200,65139.03143
36081017400,64377.78524
36081017600,63525.84171
36081017800,57747.70798
36081017900,44584.36522
36081018000,68011.79316
36081018101,54462.22242
36081018102,63929.39391
36081018200,55366.13857
36081024300,64540.83663
36081024500,58471.24854
36081024600,0
36081024700,59233.5138
36081024900,58239.91937
36081025100,53366.72087
36081025301,62386.52011
36081025302,66027.66152
36081025400,37810.59892
36081025500,74372.83562
36081025700,61144.27231
36081025800,61519.29051
36081025900,53899.69511
36081026000,44857.47631
36081026100,45572.86429
36081026200,72608.82337
36081026300,56201.77696
36081026400,59576.94079
36081026500,55953.12359
36081026600,32457.41788
36081026700,45507.64374
36081026901,50589.75184
36081026902,48122.58045
36081027000,67513.46734
36081027100,62820.64444
36081027200,60545.05844
36081027300,49254.76856
36081027400,68447.95563
36081027500,49998.69054
36081027600,54616.10217
36081027700,53671.42316
36081027800,40762.8482
36081027900,52864.31877
36081028000,71182.12368
36081028100,47464.26045
36081028200,75272.6755
36081028300,61685.39912
36081028400,65971.61261
36081028500,64148.49422
36081028700,64164.79936
36081028800,65940.0214
36081028900,67446.20864
36081029100,46162.90652
36081029300,62418.11131
36081018300,72345.90299
36081018401,64881.20642
36081018402,66706.36295
36081018501,71402.24306
36081018502,75326.68627
36081018600,74661.23277
36081018700,74901.73358
36081018800,79685.25381
36081018900,68907.55675
36081019000,84589.02445
36081019200,70857.03996
36081019400,74445.18968
36081019600,66578.97904
36081019800,53289.27146
36081019900,39720.33836
36081020200,68852.5269
36081020400,43186.19953
36081020500,59870.4333
36081020600,70957.92801
36081020800,70978.30944
36081021200,45682.92398
36081021400,52456.69028
36081021600,69511.86597
36081029400,69541.41904
36081029500,67212.84133
36081029700,63017.32518
36081029900,0
36081030600,70788.76219
36081030902,53378.94972
36081030903,66895.91019
36081030904,61933.03342
36081031700,64419.56716
36081032000,77173.24329
36081032700,57868.97745
36081032800,61356.23912
36081032900,59445.48061
36081033000,77279.2267
36081033100,0
36081033401,75963.60577
36081033402,50824.13821
36081033700,71301.35501
36081033900,70125.34684
36081034700,52346.63059
36081035100,56048.91628
36081035200,85772.16612
36081035300,46754.98689
36081035700,63214.00593
36081035800,81877.27598
36081036100,45756.29711
36081036300,54833.16433
36081036500,49272.09277
36081036600,72009.6095
36081036700,59360.8977
36081036800,77815.25815
36081037100,60738.68197
36081037300,47584.51085
36081037500,54061.72743
36081037600,74075.26683
36081037700,65775.95093
36081037900,61387.83033
36081038100,49866.21128
36081038301,0
36081038302,0
36081038400,74784.54039
36081039400,65781.04629
36081039800,90867.52215
36081039900,53376.91158
36081040000,83967.39102
36081040100,53126.22007
36081103300,90124.61924
36081099801,69553.64789
36081099802,35500.3645
36081099900,0
36081100801,89726.1624
36081100802,60664.28977
36081101001,27063.47399
36081101002,37216.48041
36081101700,81950.6491
36081102900,65889.06784
36081103201,34883.82642
36081103202,53329.01524
36081103900,83722.81393
36081104700,51520.16385
36081105900,84455.52612
36081107201,84304.70359
36081107202,0
36081108500,67832.43663
36081109300,90048.1889
36081109700,99741.5942
36081109900,75581.45407
36081111300,87576.94123
36081112300,85666.18272
36081112900,88867.08537
36081113300,92290.14555
36081113900,56987.48086
36081114100,122642.1623
36081114700,80946.86397
36081115100,74888.48565
36081115500,53385.06415
36081115700,53005.96966
36081115900,59513.75838
36081116100,28180.37604
36081116300,36051.68202
36081116700,32382.00661
36081117100,44584.36522
36081117500,71099.57891
36081118100,65169.60357
36081118500,44775.95061
36081118700,39616.3931
36081118900,63776.53323
36081119100,45291.60064
36081119300,47132.04324
36081119500,83072.6465
36081119900,61738.39082
36081120100,47622.21649
36081120300,74913.96243
36081120500,28206.87189
36081120700,74589.89779
36081121100,0
36081121500,65730.09273
36081122300,69547.53346
36081122701,58021.83813
36081122702,28758.18941
36081124100,64540.83663
36081124700,74137.43017
36081125700,49509.53636
36081126500,61781.19181
36081126700,78399.18595
36081127700,120487.8458
36081128300,47132.04324
36081129102,112007.1352
36081129103,61392.92568
36081129104,79341.82682
36081130100,76987.77233
36081133300,84471.83126
36081133900,111991.8492
36081134100,81207.74619
36081134700,65440.67651
36081136700,67753.96814
36081137700,68100.45235
36081138501,66447.51886
36081138502,0
36081139900,101270.201
36081140300,65628.18561
36081140901,86238.90073
36081140902,104316.2048
36081141700,77194.64379
36081142900,86074.83027
36081143500,75702.72354
36081144100,91389.2866
36081144700,79402.97109
36081145101,87663.56228
36081145102,83011.50223
36081145900,78378.80453
36081146300,61927.93806
36081146700,73400.64169
36081147100,80604.45604
36081147900,85801.71919
36081148300,130204.6897
36081150701,116605.1845
36081150702,77110.06088
36081152901,75538.65308
36081152902,72117.63104
36081155101,52788.9075
36081155102,88671.4237
36081156700,56367.88557
36081157101,85699.81207
36081157102,85347.21343
36081157901,100485.5162
36081157902,111789.054
36081054900,57670.25857
36081055100,62418.11131
36081055200,54574.32025
36081055300,46024.31284
36081055400,68628.33124
36081055500,62173.53422
36081055600,76580.14385
36081055700,55200.02997
36081055800,94641.14282
36081055900,61845.3933
36081056000,62192.89658
36081056100,163306.1606
36081056200,93181.83285
36081056400,51633.28075
36081056500,63594.11948
36081056600,55522.05647
36081056700,94297.71582
36081056800,80226.38062
36081057700,66801.13657
36081057900,60295.38599
36081058000,70167.12876
36081058100,58171.6416
36081058200,93728.05502
36081058300,77817.29629
36081058500,68953.41495
36081058700,59799.09832
36081058900,47132.04324
36081059000,83648.42173
36081059100,65068.71552
36081059200,107851.3629
36081059300,61407.19268
36081059400,94759.35508
36081059500,69393.65371
36081059600,71812.92875
36081059800,88155.77367
36081059900,49679.72125
36081060000,83289.70867
36081060100,67843.64641
36081060300,92990.24747
36081060600,86196.09974
36081060701,0
36081060800,81172.0787
36081061000,85347.21343
36081061200,133360.7533
36081061301,78852.67264
36081061302,0
36081061400,100633.2815
36081061601,99359.4425
36081061602,103605.9122
36081061800,75217.64565
36081061900,83613.77331
36081062000,108531.0833
36081062100,60389.14054
36081062200,83614.79238
36081062300,81335.13009
36081062400,0
36081062500,77704.17939
36081062600,81975.10681
36081062700,70614.50102
36081062900,74316.7867
36081063000,85296.25987
36081063200,102467.6097
36081063301,81100.74372
36081063302,64588.73298
36081063500,55911.34167
36081063700,96811.76449
36081063800,112229.2927
36081063900,65756.58858
36081064101,65602.70883
36081064102,0
36081064500,69878.73161
36081064600,86621.05244
36081065000,89084.14754
36081065400,92884.26406
36081065501,0
36081065600,79807.54236
36081065702,61908.57571
36081065703,82314.45752
36081065900,87348.66928
36081066000,97983.69637
36081066100,83945.99052
36081066300,103347.0681
36081066400,81360.60687
36081066501,99614.2103
36081066701,56292.4743
36081066900,77107.00366
36081067100,102833.4562
36081067700,94518.85428
36081067900,49911.05041
36081068000,96811.76449
36081068200,89423.49825
36081068300,52996.79802
36081068700,61440.82203
36081069000,77987.48119
36081069300,48865.48336
36081069400,81931.28675
36081069500,58316.34971
36081069701,66097.97744
36081069702,70131.46127
36081070300,62975.54326
36081157903,78250.40156
36081161700,94136.70257
36081162100,78341.09889
36081990100,0
36085000300,73766.48825
36085000600,33403.11596
36085000700,40912.65167
36085000800,81974.08774
36085000900,56303.68408
36085001100,45188.67445
36085001700,41938.85638
36085001800,85029.26321
36085002001,89441.84153
36085002002,97410.97836
36085002100,55112.38984
36085002700,26432.66892
36085002900,29342.11721
36085003300,79035.08638
36085003600,71918.91216
36085003900,70865.19253
36085004000,39970.01081
36085004700,70611.4438
36085005000,68645.65545
36085005900,83248.94582
36085006400,51717.86366
36085006700,105234.388
36085007000,68443.87935
36085007400,78889.3592
36085007500,51654.68125
36085007700,43735.47891
36085008100,37884.99112
36085009601,68203.37855
36085009602,84896.78396
36085009700,72338.7695
36085010500,69159.26734
36085011201,67670.40431
36085011202,81041.63759
36085011401,30005.53256
36085011402,82500.94755
36085012100,105728.6375
36085012200,97378.36808
36085012500,80154.02657
36085012804,75750.61989
36085012805,75040.32726
36085012806,57792.54711
36085013201,107302.0835
36085013203,82035.23201
36085013204,84849.90668
36085013301,13742.1752
36085013302,40727.18071
36085013400,84787.74334
36085013800,97873.63668
36085014100,66470.9575
36085014604,79327.55982
36085014605,109640.8519
36085014606,105025.4784
36085014607,76053.28404
36085014608,98458.58355
36085014700,88836.51324
36085015100,113723.2511
36085015400,0
36085015601,106757.8994
36085015602,102059.9812
36085015603,90913.38035
36085016901,72691.36813
36085017005,103424.5175
36085017007,85694.71671
36085017008,80251.8574
36085017009,106383.9003
36085017010,80237.59041
36085017011,88965.93528
36085017012,92868.97799
36085017300,34594.4102
36085017600,113462.3689
36085017700,104242.8317
36085018100,120250.4022
36085018701,99082.25513
36085018702,105781.6292
36085018901,60025.33212
36085018902,85364.53764
36085019700,98934.48981
36085019800,108021.5477
36085020100,83330.47151
36085020700,31845.97516
36085020801,86550.73652
36085020803,114617.9957
36085020804,96386.81179
36085021300,62903.18921
36085022300,63237.44456
36085022600,107486.5354
36085022800,0
36085023100,68704.76158
36085023900,66591.2079
36085024401,80393.5083
36085024402,92831.27236
36085024700,57959.67479
36085024800,81100.74372
36085025100,102062.0193
36085027301,72506.91624
36081070700,89070.89961
36081070900,86621.05244
36081071100,75995.19698
36081071303,85800.70012
36081071304,48948.02812
36081071305,76513.90422
36081071306,78978.0184
36081071600,0
36081071701,67987.33545
36081071702,45544.3303
36081071900,40226.81675
36081072100,51711.74923
36081072300,109550.1546
36081072900,72927.79265
36081073100,118616.8311
36081073700,66902.02462
36081073900,85764.01355
36081074100,72736.20727
36081074300,59837.82302
36081074500,46579.70664
36081074700,67088.51465
36081074900,164834.7674
36081075701,83861.40761
36081075702,95266.85254
36081076901,83548.55275
36081076902,80048.04316
36081077300,72950.21222
36081077500,73114.28268
36081077902,89117.77689
36081077903,78120.97951
36081077904,65309.21632
36081077905,75156.50138
36081077906,63275.1502
36081077907,46592.95457
36081077908,49788.76187
36081078800,77704.17939
36081079000,58065.6582
36081079200,84161.01455
36081079300,0
36081079701,32703.01404
36081079702,39376.91137
36081079900,49529.91778
36081080301,54966.66266
36081080302,60745.81547
36081080900,69690.20343
36081081400,69636.19266
36081081800,69447.66449
36081083700,53713.20508
36081083800,78823.11957
36081084000,59826.61324
36081084500,27439.51127
36081084601,82232.93183
36081084602,75439.80317
36081084900,26843.35461
36081085300,39626.58381
36081085500,36966.80797
36081085700,38410.83186
36081085900,45384.33612
36081086100,40433.68821
36081086300,40716.99
36081086400,63222.15849
36081086500,30378.51262
36081086900,28422.91498
36081087100,42405.59099
36081088400,81793.71214
36081088901,50104.67394
36081089200,90829.81651
36081090700,71218.81024
36081091601,101695.1537
36081091602,0
36081091800,0
36081091900,50590.77091
36081092200,135517.1079
36081092500,42253.74938
36081092800,141881.2076
36081092900,56546.22303
36081093401,83818.60662
36081093402,74674.4807
36081093800,50184.1615
36081093900,75203.37865
36081094201,61536.61472
36081094202,48963.31419
36081094203,53547.09647
36081094500,82104.52885
36081094700,63643.0349
36081095400,56584.94774
36081096400,62128.69509
36081097202,35726.59831
36081097203,26652.7883
36081097204,43849.61489
36081097300,89041.34655
36081098100,95650.02331
36081098700,70562.52839
36081099100,101336.4406
36081099200,27276.45988
36081099701,76350.85283
36081099703,104731.9859
36081099704,70061.14535
36081099705,97214.29761
36047119000,41001.31087
36047119200,42408.6482
36047119400,40284.90381
36047119600,32960.83906
36047119800,30874.8003
36047120000,33507.06122
36047120200,32694.86147
36047120800,36679.42989
36047121000,20482.31215
36047121400,20993.8859
36047122000,45801.13624
36047123700,34351.87125
36047150200,114804.4857
36047152200,97151.1152
36047990100,0
36061000100,0
36061000201,24023.58459
36061000202,32679.57541
36061000500,0
36061000600,20155.19029
36061000700,137499.2014
36061000800,32929.24785
36061000900,183990.2489
36061001001,80715.5348
36061001002,19338.91426
36061001200,51360.16967
36061001300,141937.2565
36061001401,86100.30705
36061001402,30460.03832
36061001501,90216.33565
36061001502,158657.1578
36061001600,45221.28473
36061001800,66466.88121
36061002000,15026.20492
36061002100,254768.8204
36061002201,29340.07907
36061002202,92432.81552
36061002400,14572.71823
36061002500,17833.74609
36061002601,58890.0868
36061002602,78684.52589
36061002700,60826.32209
36061002800,37165.52685
36061002900,29411.41405
